Orden,Dependencia,Atencion,Recibio del cer,Entrego al cer,Folio,Entrada,Equipo,Marca,Modelo,Serie,Unidad,Delegacion,Accesorios,Falla,Ticket,Status,Reparacion,Salida,Reparacion,Servicio,Reporte,LinkR,,linkO,Descarga
A263,POLICIA,,,,CV-0010,10-Mar,MOBIL,SEPURA,SRG3900,2PSJ01908G780W4,1095,UDAF,,,,ENTRAGADO,10-Mar,10-Mar,JC,REPARACION,"SE CONETA LA BOCINA Y SE COLOCA EN SU LUGAR FUNCIONA CORRECTAMENTE, PARAMETROS CORRECTOS RX Y TX-OK. NOTA: TENIA LOS CABLES DE LA BOCINA TROZADOS.",http://10.90.111.119:5000/resguardo/A263,http://10.90.111.119:5000/resguardo/A263,http://10.90.111.119:5000/orden/A263,http://10.90.111.119:5000/orden/A263
A264,POLICIA,,,,XX,12-Mar,PORTATIL,SEPURA,STP9038,1PRC01625G8A7VT,XX,JOYAS,,,,ENTRAGADO,12-Mar,12-Mar,CESAR,PROGRAMACION,SE PROGRAMO CANAL DE POLICIA (JOYAS) SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK,http://10.90.111.119:5000/resguardo/A264,http://10.90.111.119:5000/resguardo/A264,http://10.90.111.119:5000/orden/A264,http://10.90.111.119:5000/orden/A264
A265,POLICIA,,,,DIR-3173/DPEYDP-0221/ARM-0052/2021,12-Mar,PORTATIL,SEPURA,SC20,1PR001942GKC6YQ,ISSI - 1215066,OPERATIVA,,,,ENTRAGADO,12-Mar,18-Mar,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE POLICIA MUNICIPAL, SE REVISARON PARAMETROS GENERALES ",http://10.90.111.119:5000/resguardo/A265,http://10.90.111.119:5000/resguardo/A265,http://10.90.111.119:5000/orden/A265,http://10.90.111.119:5000/orden/A265
A266,POLICIA,,,,DIR-3173/DPEYDP-0221/ARM-0052/2021,12-Mar,PORTATIL,SEPURA,SC20,1PR001943GKC8RK,ISSI - 1215067,OPERATIVA,,,,ENTRAGADO,12-Mar,18-Mar,JAVIER,PROGRAMACION,"SE PROGRAMARON CANALES OPERATIVOS DE LA DIR. DE POLICIA MUNICIPAL, SE REVISARON PARAMETROS GENERALES ",http://10.90.111.119:5000/resguardo/A266,http://10.90.111.119:5000/resguardo/A266,http://10.90.111.119:5000/orden/A266,http://10.90.111.119:5000/orden/A266
A267,POLICIA,,,,CV0012,16-Mar,MOVIL,SEPURA,SRG3900,8PRF01624G7C2PC,E15,ECOS,,,,ENTRAGADO,16-Mar,16-Mar,PEPE,REPARACION,SE REALIZA CAMBIO DE  PORTAFUSIBLE,http://10.90.111.119:5000/resguardo/A267,http://10.90.111.119:5000/resguardo/A267,http://10.90.111.119:5000/orden/A267,http://10.90.111.119:5000/orden/A267
A268,TRANSITO,,,,113,16-Mar,PORTATIL,SEPURA,STP9038,1PRE01712G8H5FP,XX,SUPERVISION DE UNIDADES,,,,ENTRAGADO,17-Mar,25-Mar,PEPE,REPARACION,"SE REPARO FALLA EN CONTROL DE VOLUMEN, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A268,http://10.90.111.119:5000/resguardo/A268,http://10.90.111.119:5000/orden/A268,http://10.90.111.119:5000/orden/A268
A269,POLICIA,,,,58,16-Mar,PORTATIL,SEPURA,STP9038,1PRE01711G8H533,XX,GRUPO GIS,,,14481,ENTRAGADO,16-Mar,18-Mar,SERGIO,DIAGNOSTICO0,"EL EQUIPO PRESENTA DAÑO EN TARJETA ELECTRONICA, Y  EN LA CARCAZA, TIENE LA PANTALLA ESTRELLADA POR LO QUE NO ES COSTEABLE SU REPARACION, SE DEVUELVE A LA DEPENDENCIA PARA LOS FINES QUE MEJOR CONVENGAN.",http://10.90.111.119:5000/resguardo/A269,http://10.90.111.119:5000/resguardo/A269,http://10.90.111.119:5000/orden/A269,http://10.90.111.119:5000/orden/A269
A270,POLICIA,,,,59,16-Mar,BATERIA,SEPURA,041-434-69,"D-63, D-957, D-142",XX,GRUPO DELFIN,,,,ENTRAGADO,17-Mar,18-Mar,PEPE,DIAGNOSTICO,LA BATERIA CUENTA CON UN LIGERO ABULTAMIENTO Y LA MISMA YA NO RETIENE CARGA POR LO CUAL NO SE RECOMIENDA EL CAMBIO DE LA MISMA.,http://10.90.111.119:5000/resguardo/A270,http://10.90.111.119:5000/resguardo/A270,http://10.90.111.119:5000/orden/A270,http://10.90.111.119:5000/orden/A270
A271,POLICIA,,,,60,16-Mar,BATERIA,SEPURA,321-315,"D-654, D-642",XX,CONTROL DE RADIOS,,,,ENTRAGADO,18-Mar,18-Mar,MARTIN,DIAGNOSTICO,"BATERIAS NO RETIENEN CARGA, SE RECOMIENDA EL CAMBIO DE LAS MISMAS",http://10.90.111.119:5000/resguardo/A271,http://10.90.111.119:5000/resguardo/A271,http://10.90.111.119:5000/orden/A271,http://10.90.111.119:5000/orden/A271
A272,POLICIA,,,,61,16-Mar,BATERIA,SEPURA,236,D-485,XX,CONTROL DE RADIOS,,,14486,ENTRAGADO,17-Mar,18-Mar,SERGIO,DIAGNOSTICO,LA BATERIA CUENTA CON UN LIGERO ABULTAMIENTO Y LA MISMA YA NO RETIENE CARGA POR LO CUAL NO SE RECOMIENDA EL CAMBIO DE LA MISMA.,http://10.90.111.119:5000/resguardo/A272,http://10.90.111.119:5000/resguardo/A272,http://10.90.111.119:5000/orden/A272,http://10.90.111.119:5000/orden/A272
A273,POLICIA,,,,´62,16-Mar,BATERIA,SEPURA,106,D-401,XX,GRUPO DELFIN,,,,ENTRAGADO,18-Mar,18-Mar,CESAR,DIAGNOSTICO,"SE REVISA BATERIA ENCONTRANDO FALLA FISICA ABULTAMIENTO Y QUEBRADA POR LO QUE SE RECOMIENDA SU REEMPLAZO, SE REGRESA A LA DEPENDENCIA PARA LOS FINES QUE MAS CONVENGAN",http://10.90.111.119:5000/resguardo/A273,http://10.90.111.119:5000/resguardo/A273,http://10.90.111.119:5000/orden/A273,http://10.90.111.119:5000/orden/A273
A274,POLICIA,,,,63,16-Mar,PORTATIL,SEPURA,STP9038,2PNC01635G824UX,XX,CAMPESTRE,,,14482,ENTRAGADO,17-Mar,18-Mar,JC,DIAGNOSTICO,"SE REVISA EL EQUIPO PRESENTA DAÑOS EN TARJETA PRINCIPAL, PANTALLA, ANTENA, CARCAZA, TECLADO, BLINJE INTERIOR, BOTONES FRONTALES Y LATERALES; FALTA CLIP, TAPA CONECTOR DE ACCESORIOS Y TAPA PROTECTORA DE TARJETA SIM. NOTA: LA REPARACION DEL EQUIPO YA NO ES COSTEBALE POR LO QUE SE REGRESA PARA LOS FINES QUE MAS CONVENGA.",http://10.90.111.119:5000/resguardo/A274,http://10.90.111.119:5000/resguardo/A274,http://10.90.111.119:5000/orden/A274,http://10.90.111.119:5000/orden/A274
A275,POLICIA,,,,64,17-Mar,PORTATIL,SEPURA,STP9038,1PRE01712G8H5PC,XX,CENTRO,,,,ENTRAGADO,5-May,26-May,PEPE,REPARACION,"SE REPARO FALLA EN CONTROL DE VOLUMEN, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A275,http://10.90.111.119:5000/resguardo/A275,http://10.90.111.119:5000/orden/A275,http://10.90.111.119:5000/orden/A275
A276,POLICIA,,,,CV-0013,17-Mar,MOBIL,SEPURA,SRG3900,1PSJ01923G7G7VL,658,RURAL,,,,ENTRAGADO,17-Mar,17-Mar,JC Y PEPE,REPARACION,"SE REPARO FALLA EN CABLE DE ANTENA Y DE GPS, SE REVISARON PARAMETROS GENERALES CORRECTOS 4RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A276,http://10.90.111.119:5000/resguardo/A276,http://10.90.111.119:5000/orden/A276,http://10.90.111.119:5000/orden/A276
A277,TRANSITO,,,,122,17-Mar,PORTATIL,KENWOOD,TK-3180,B2201673,XX,SUPERVISION DE UNIDADES,,,,ENTRAGADO,19-Mar,19-Feb,SERGIO,DIAGNOSTICO,,http://10.90.111.119:5000/resguardo/A277,http://10.90.111.119:5000/resguardo/A277,http://10.90.111.119:5000/orden/A277,http://10.90.111.119:5000/orden/A277
A278,TRANSITO,,,,123,17-Mar,PORTATIL,SEPURA,STP9038,1PRE01712G8H5CN,XX,SUPERVISION DE UNIDADES,,,,ENTRAGADO,19-Mar,19-Mar,CESAR,DIAGNOSTICO,"SE REVISA EQUIPO ENCONTRANDO FALLA EN TAJETA SECUNDARIA, NO SE CUENTA CON ESE TIPO DE REFACCION SE REGRESA A LA DEPENCDENCIA PARA LOS FINES QUE MAS CONVENGAN.",http://10.90.111.119:5000/resguardo/A278,http://10.90.111.119:5000/resguardo/A278,http://10.90.111.119:5000/orden/A278,http://10.90.111.119:5000/orden/A278
A279,POLICIA,,,,65,17-Mar,BATERIA,SEPURA,XX,D-1206 D-1171 D-1192,XX,CONTROL DE RADIOS,,,14500,ENTRAGADO,19-Mar,24-Mar,SERGIO,DIAGNOSTICO,"LAS BATERIAS PRESENTAN ABULTAMIENTO EN SU ESTRUCTURA Y NO RETIENEN LA CARGA,  YA ALCANZARON SU VIDA UTIL, POR LO QUE SE DEVUELVE A LA DEPENDENCIA PARA LO QUE PROCEDA",http://10.90.111.119:5000/resguardo/A279,http://10.90.111.119:5000/resguardo/A279,http://10.90.111.119:5000/orden/A279,http://10.90.111.119:5000/orden/A279
A280,BOMBEROS,,,,XX,18-Mar,MOBIL,KENWOOD,TK-8102H,XX,XX,CABINA C4,,,,ENTRAGADO,18-Mar,18-Mar,PEPE,REPARACION,"SE REPARO FALLA EN CABLE DE MICROFONO, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A280,http://10.90.111.119:5000/resguardo/A280,http://10.90.111.119:5000/orden/A280,http://10.90.111.119:5000/orden/A280
A281,POLICIA,,,,66,2-Jan,MOBIL,SEPURA,SRG3900,8P´RF01623G7C2EH,489,SAN MIGUEL,,,,ENTRAGADO,18-Mar,18-Mar,JC Y PEPE,REPARACION,"SE REPARO FALLA EN CEREBRO Y EN CABLE DE ALIMENTACION, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A281,http://10.90.111.119:5000/resguardo/A281,http://10.90.111.119:5000/orden/A281,http://10.90.111.119:5000/orden/A281
A282,POLICIA,,,,DIR-3526/DPEYDP-0230/ARM-0062/2021,19-Mar,PORTATIL,SEPURA,STP9038,1PRCOI 625G8A7UH,210685,ARMERIA,,,,ENTRAGADO,22-Mar,24-Mar,JAVIER,PROGRAMACION,"SE CONFIGURARON RADIO DE POLICIA, CON CANALES OPERATIVOS, SER REVISARON PARAMETROSGENERALES, RX-OK TX-OK.",http://10.90.111.119:5000/resguardo/A282,http://10.90.111.119:5000/resguardo/A282,http://10.90.111.119:5000/orden/A282,http://10.90.111.119:5000/orden/A282
A283,POLICIA,,,,DIR-3526/DPEYDP-0230/ARM-0062/2021,19-Mar,PORTATIL,SEPURA,STP9038,1PRC01625G8A7Z8,210505,ARMERIA,,,,ENTRAGADO,22-Mar,24-Mar,JAVIER,PROGRAMACION,"SE CONFIGURARON RADIO DE POLICIA, CON CANALES OPERATIVOS, SER REVISARON PARAMETROSGENERALES, RX-OK TX-OK.",http://10.90.111.119:5000/resguardo/A283,http://10.90.111.119:5000/resguardo/A283,http://10.90.111.119:5000/orden/A283,http://10.90.111.119:5000/orden/A283
A284,POLICIA,,,,DIR-3526/DPEYDP-0230/ARM-0062/2021,19-Mar,PORTATIL,SEPURA,STP9038,1PRC0626G8BOG4,210817,ARMERIA,,,,ENTRAGADO,22-Mar,24-Mar,JAVIER,PROGRAMACION,"SE CONFIGURARON RADIO DE POLICIA, CON CANALES OPERATIVOS, SER REVISARON PARAMETROSGENERALES, RX-OK TX-OK.",http://10.90.111.119:5000/resguardo/A284,http://10.90.111.119:5000/resguardo/A284,http://10.90.111.119:5000/orden/A284,http://10.90.111.119:5000/orden/A284
A285,POLICIA,,,,DIR-3526/DPEYDP-0230/ARM-0062/2021,19-Mar,PORTATIL,SEPURA,STP9038,1PRC01625G8A7TE,210761,ARMERIA,,,,ENTRAGADO,22-Mar,24-Mar,JAVIER,PROGRAMACION,"SE CONFIGURARON RADIO DE POLICIA, CON CANALES OPERATIVOS, SER REVISARON PARAMETROSGENERALES, RX-OK TX-OK.",http://10.90.111.119:5000/resguardo/A285,http://10.90.111.119:5000/resguardo/A285,http://10.90.111.119:5000/orden/A285,http://10.90.111.119:5000/orden/A285
A286,POLICIA,,,,DIR-3526/DPEYDP-0230/ARM-0062/2021,19-Mar,PORTATIL,SEPURA,STP9038,8PRE01643G804MZ,210999,ARMERIA,,,,ENTRAGADO,22-Mar,24-Mar,JAVIER,PROGRAMACION,"SE CONFIGURARON RADIO DE POLICIA, CON CANALES OPERATIVOS, SER REVISARON PARAMETROSGENERALES, RX-OK TX-OK.",http://10.90.111.119:5000/resguardo/A286,http://10.90.111.119:5000/resguardo/A286,http://10.90.111.119:5000/orden/A286,http://10.90.111.119:5000/orden/A286
A287,POLICIA,,,,DIR-3526/DPEYDP-0230/ARM-0062/2021,19-Mar,PORTATIL,SEPURA,STP9038,PRE01711G8H4WC,211551,ARMERIA,,,,ENTRAGADO,22-Mar,24-Mar,JAVIER,PROGRAMACION,"SE CONFIGURARON RADIO DE POLICIA, CON CANALES OPERATIVOS, SER REVISARON PARAMETROSGENERALES, RX-OK TX-OK.",http://10.90.111.119:5000/resguardo/A287,http://10.90.111.119:5000/resguardo/A287,http://10.90.111.119:5000/orden/A287,http://10.90.111.119:5000/orden/A287
A288,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2302,B2602544,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO",http://10.90.111.119:5000/resguardo/A288,http://10.90.111.119:5000/resguardo/A288,http://10.90.111.119:5000/orden/A288,http://10.90.111.119:5000/orden/A288
A289,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4500363,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA  ANTENA,http://10.90.111.119:5000/resguardo/A289,http://10.90.111.119:5000/resguardo/A289,http://10.90.111.119:5000/orden/A289,http://10.90.111.119:5000/orden/A289
A290,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2302,B2602550,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP Y TAPA DE CONECTOR DE ACCESORIOS",http://10.90.111.119:5000/resguardo/A290,http://10.90.111.119:5000/resguardo/A290,http://10.90.111.119:5000/orden/A290,http://10.90.111.119:5000/orden/A290
A291,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2302,B2602545,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP Y TAPA DE CONECTOR DE ACCESORIOS",http://10.90.111.119:5000/resguardo/A291,http://10.90.111.119:5000/resguardo/A291,http://10.90.111.119:5000/orden/A291,http://10.90.111.119:5000/orden/A291
A292,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4502609,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA Y TAPA DE CONECTOR DE ACCESORIOS, CARCAZA DAÑADA Y CLIP DAÑADO.",http://10.90.111.119:5000/resguardo/A292,http://10.90.111.119:5000/resguardo/A292,http://10.90.111.119:5000/orden/A292,http://10.90.111.119:5000/orden/A292
A293,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B3500193,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA Y TAPA DE CONECTOR DE ACCESORIOS, CARCAZA DAÑADA.",http://10.90.111.119:5000/resguardo/A293,http://10.90.111.119:5000/resguardo/A293,http://10.90.111.119:5000/orden/A293,http://10.90.111.119:5000/orden/A293
A294,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4503226,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA Y TAPA DE CONECTOR DE ACCESORIOS, CARCAZA DAÑADA.",http://10.90.111.119:5000/resguardo/A294,http://10.90.111.119:5000/resguardo/A294,http://10.90.111.119:5000/orden/A294,http://10.90.111.119:5000/orden/A294
A295,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4502607,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CARCAZA DAÑADA Y CLIP DAÑADO.",http://10.90.111.119:5000/resguardo/A295,http://10.90.111.119:5000/resguardo/A295,http://10.90.111.119:5000/orden/A295,http://10.90.111.119:5000/orden/A295
A296,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4500196,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA Y TAPA DE CONECTOR DE ACCESORIOS, CLIP DAÑADO.",http://10.90.111.119:5000/resguardo/A296,http://10.90.111.119:5000/resguardo/A296,http://10.90.111.119:5000/orden/A296,http://10.90.111.119:5000/orden/A296
A297,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4500366,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO",http://10.90.111.119:5000/resguardo/A297,http://10.90.111.119:5000/resguardo/A297,http://10.90.111.119:5000/orden/A297,http://10.90.111.119:5000/orden/A297
A298,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2302,B2900571,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA ANTENA Y GOMA PROTECTORA DE BOTONES LATERALES,http://10.90.111.119:5000/resguardo/A298,http://10.90.111.119:5000/resguardo/A298,http://10.90.111.119:5000/orden/A298,http://10.90.111.119:5000/orden/A298
A299,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2302,B2900572,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA Y TAPA DE CONECTOR DE ACCESORIOS, PERILLA DE CANALES DAÑADA.",http://10.90.111.119:5000/resguardo/A299,http://10.90.111.119:5000/resguardo/A299,http://10.90.111.119:5000/orden/A299,http://10.90.111.119:5000/orden/A299
A300,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4502608,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO",http://10.90.111.119:5000/resguardo/A300,http://10.90.111.119:5000/resguardo/A300,http://10.90.111.119:5000/orden/A300,http://10.90.111.119:5000/orden/A300
A301,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4502610,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO NO FUNCIONA LA BOCINA",http://10.90.111.119:5000/resguardo/A301,http://10.90.111.119:5000/resguardo/A301,http://10.90.111.119:5000/orden/A301,http://10.90.111.119:5000/orden/A301
A302,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2202,90700604,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA ANTENA Y CLIP,http://10.90.111.119:5000/resguardo/A302,http://10.90.111.119:5000/resguardo/A302,http://10.90.111.119:5000/orden/A302,http://10.90.111.119:5000/orden/A302
A303,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2202,90200130,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA ANTENA Y CLIP,http://10.90.111.119:5000/resguardo/A303,http://10.90.111.119:5000/resguardo/A303,http://10.90.111.119:5000/orden/A303,http://10.90.111.119:5000/orden/A303
A304,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4505049,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA ANTENA Y CLIP,http://10.90.111.119:5000/resguardo/A304,http://10.90.111.119:5000/resguardo/A304,http://10.90.111.119:5000/orden/A304,http://10.90.111.119:5000/orden/A304
A305,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,B4500369,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO",http://10.90.111.119:5000/resguardo/A305,http://10.90.111.119:5000/resguardo/A305,http://10.90.111.119:5000/orden/A305,http://10.90.111.119:5000/orden/A305
A306,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2202,90700602,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO",http://10.90.111.119:5000/resguardo/A306,http://10.90.111.119:5000/resguardo/A306,http://10.90.111.119:5000/orden/A306,http://10.90.111.119:5000/orden/A306
A307,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2202,81102515,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO Y HOUSING QUEBRADO",http://10.90.111.119:5000/resguardo/A307,http://10.90.111.119:5000/resguardo/A307,http://10.90.111.119:5000/orden/A307,http://10.90.111.119:5000/orden/A307
A308,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2302,B2900574,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA ANTENA Y CLIP,http://10.90.111.119:5000/resguardo/A308,http://10.90.111.119:5000/resguardo/A308,http://10.90.111.119:5000/orden/A308,http://10.90.111.119:5000/orden/A308
A309,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2202,81103191,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"FALTA ANTENA, CLIP DAÑADO",http://10.90.111.119:5000/resguardo/A309,http://10.90.111.119:5000/resguardo/A309,http://10.90.111.119:5000/orden/A309,http://10.90.111.119:5000/orden/A309
A310,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,TK-2402,90200127,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,FALTA ANTENA Y CLIP,http://10.90.111.119:5000/resguardo/A310,http://10.90.111.119:5000/resguardo/A310,http://10.90.111.119:5000/orden/A310,http://10.90.111.119:5000/orden/A310
A311,MOVILIDAD,,,,DGM/SFA/CSCel/1519/2021,11-Mar,PORTATIL,KENWOOD,PRO5150,672YDE0169,xx,MOVILIDAD,,,,ENTRAGADO,22-Mar,,CER,DIAGNOSTICO,"NO ENCIENDE, SIN ANTENA Y CONECTOR DE ANTENA",http://10.90.111.119:5000/resguardo/A311,http://10.90.111.119:5000/resguardo/A311,http://10.90.111.119:5000/orden/A311,http://10.90.111.119:5000/orden/A311
A312,POLICIA,,,,DIR-3547/DPEYDP-0233/ARM/2021,23-Mar,PORTATIL,SEPURA,STP9000,1PRC01625G8A7GS,XX,ARMERIA,,,,ENTRAGADO,23-Mar,,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIAS OPERATIVAS DE POLICIA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A312,http://10.90.111.119:5000/resguardo/A312,http://10.90.111.119:5000/orden/A312,http://10.90.111.119:5000/orden/A312
A313,POLICIA,,,,DIR-3547/DPEYDP-0233/ARM/2021,23-Mar,PORTATIL,SEPURA,STP9000,1PRC01625G8A7Q7,XX,ARMERIA,,,,ENTRAGADO,23-Mar,,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIAS OPERATIVAS DE POLICIA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A313,http://10.90.111.119:5000/resguardo/A313,http://10.90.111.119:5000/orden/A313,http://10.90.111.119:5000/orden/A313
A314,POLICIA,,,,DIR-3547/DPEYDP-0233/ARM/2021,23-Mar,PORTATIL,SEPURA,STP9000,1PRC01625G8A7UC,XX,ARMERIA,,,,ENTRAGADO,23-Mar,,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIAS OPERATIVAS DE POLICIA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A314,http://10.90.111.119:5000/resguardo/A314,http://10.90.111.119:5000/orden/A314,http://10.90.111.119:5000/orden/A314
A315,POLICIA,,,,DIR-3547/DPEYDP-0233/ARM/2021,23-Mar,PORTATIL,SEPURA,STP9000,1PRC01625G8A83B,XX,ARMERIA,,,,ENTRAGADO,23-Mar,,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIAS OPERATIVAS DE POLICIA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A315,http://10.90.111.119:5000/resguardo/A315,http://10.90.111.119:5000/orden/A315,http://10.90.111.119:5000/orden/A315
A316,POLICIA,,,,DIR-3547/DPEYDP-0233/ARM/2021,23-Mar,PORTATIL,SEPURA,STP9000,1PRC01625G8A7T2,XX,ARMERIA,,,,ENTRAGADO,23-Mar,,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIAS OPERATIVAS DE POLICIA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A316,http://10.90.111.119:5000/resguardo/A316,http://10.90.111.119:5000/orden/A316,http://10.90.111.119:5000/orden/A316
A317,POLICIA,,,,DIR-3547/DPEYDP-0233/ARM/2021,23-Mar,PORTATIL,SEPURA,STP9000,1PRC01625G8A7I3,XX,ARMERIA,,,,ENTRAGADO,23-Mar,,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIAS OPERATIVAS DE POLICIA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A317,http://10.90.111.119:5000/resguardo/A317,http://10.90.111.119:5000/orden/A317,http://10.90.111.119:5000/orden/A317
