Orden,Dependencia,Atencion,Recibio del cer,Entrego al cer,Folio,Entrada,Equipo,Marca,Modelo,Serie,Unidad,Delegacion,Accesorios,Falla,Ticket,Status,Reparacion,Salida,Reparacion,Servicio,Reporte,LinkR,,linkO,Descarga
A644,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7RP,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A644,http://10.90.111.119:5000/resguardo/A644,http://10.90.111.119:5000/orden/A644,http://10.90.111.119:5000/orden/A644
A645,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7S4,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A645,http://10.90.111.119:5000/resguardo/A645,http://10.90.111.119:5000/orden/A645,http://10.90.111.119:5000/orden/A645
A646,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0FW,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A646,http://10.90.111.119:5000/resguardo/A646,http://10.90.111.119:5000/orden/A646,http://10.90.111.119:5000/orden/A646
A647,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0JS,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A647,http://10.90.111.119:5000/resguardo/A647,http://10.90.111.119:5000/orden/A647,http://10.90.111.119:5000/orden/A647
A648,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0JX,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A648,http://10.90.111.119:5000/resguardo/A648,http://10.90.111.119:5000/orden/A648,http://10.90.111.119:5000/orden/A648
A649,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A825,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A649,http://10.90.111.119:5000/resguardo/A649,http://10.90.111.119:5000/orden/A649,http://10.90.111.119:5000/orden/A649
A650,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7F3,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A650,http://10.90.111.119:5000/resguardo/A650,http://10.90.111.119:5000/orden/A650,http://10.90.111.119:5000/orden/A650
A651,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7GH,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A651,http://10.90.111.119:5000/resguardo/A651,http://10.90.111.119:5000/orden/A651,http://10.90.111.119:5000/orden/A651
A652,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7IO,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A652,http://10.90.111.119:5000/resguardo/A652,http://10.90.111.119:5000/orden/A652,http://10.90.111.119:5000/orden/A652
A653,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7IW,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A653,http://10.90.111.119:5000/resguardo/A653,http://10.90.111.119:5000/orden/A653,http://10.90.111.119:5000/orden/A653
A654,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7PW,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A654,http://10.90.111.119:5000/resguardo/A654,http://10.90.111.119:5000/orden/A654,http://10.90.111.119:5000/orden/A654
A655,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7QC,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A655,http://10.90.111.119:5000/resguardo/A655,http://10.90.111.119:5000/orden/A655,http://10.90.111.119:5000/orden/A655
A656,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7QJ,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A656,http://10.90.111.119:5000/resguardo/A656,http://10.90.111.119:5000/orden/A656,http://10.90.111.119:5000/orden/A656
A657,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A81Y,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A657,http://10.90.111.119:5000/resguardo/A657,http://10.90.111.119:5000/orden/A657,http://10.90.111.119:5000/orden/A657
A658,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A840,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A658,http://10.90.111.119:5000/resguardo/A658,http://10.90.111.119:5000/orden/A658,http://10.90.111.119:5000/orden/A658
A659,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A84A,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A659,http://10.90.111.119:5000/resguardo/A659,http://10.90.111.119:5000/orden/A659,http://10.90.111.119:5000/orden/A659
A660,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7HA,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A660,http://10.90.111.119:5000/resguardo/A660,http://10.90.111.119:5000/orden/A660,http://10.90.111.119:5000/orden/A660
A661,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7SS,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A661,http://10.90.111.119:5000/resguardo/A661,http://10.90.111.119:5000/orden/A661,http://10.90.111.119:5000/orden/A661
A662,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7VL,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A662,http://10.90.111.119:5000/resguardo/A662,http://10.90.111.119:5000/orden/A662,http://10.90.111.119:5000/orden/A662
A663,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7WN,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A663,http://10.90.111.119:5000/resguardo/A663,http://10.90.111.119:5000/orden/A663,http://10.90.111.119:5000/orden/A663
A664,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A81M,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A664,http://10.90.111.119:5000/resguardo/A664,http://10.90.111.119:5000/orden/A664,http://10.90.111.119:5000/orden/A664
A665,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0WD,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A665,http://10.90.111.119:5000/resguardo/A665,http://10.90.111.119:5000/orden/A665,http://10.90.111.119:5000/orden/A665
A666,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7ZG,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A666,http://10.90.111.119:5000/resguardo/A666,http://10.90.111.119:5000/orden/A666,http://10.90.111.119:5000/orden/A666
A667,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC016925G8A7ZA,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A667,http://10.90.111.119:5000/resguardo/A667,http://10.90.111.119:5000/orden/A667,http://10.90.111.119:5000/orden/A667
A668,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7TG,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A668,http://10.90.111.119:5000/resguardo/A668,http://10.90.111.119:5000/orden/A668,http://10.90.111.119:5000/orden/A668
A669,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7YX,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A669,http://10.90.111.119:5000/resguardo/A669,http://10.90.111.119:5000/orden/A669,http://10.90.111.119:5000/orden/A669
A670,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7VR,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A670,http://10.90.111.119:5000/resguardo/A670,http://10.90.111.119:5000/orden/A670,http://10.90.111.119:5000/orden/A670
A671,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7SY,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A671,http://10.90.111.119:5000/resguardo/A671,http://10.90.111.119:5000/orden/A671,http://10.90.111.119:5000/orden/A671
A672,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0L8,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A672,http://10.90.111.119:5000/resguardo/A672,http://10.90.111.119:5000/orden/A672,http://10.90.111.119:5000/orden/A672
A673,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7GM,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A673,http://10.90.111.119:5000/resguardo/A673,http://10.90.111.119:5000/orden/A673,http://10.90.111.119:5000/orden/A673
A674,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,8PRE01643G804I3,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A674,http://10.90.111.119:5000/resguardo/A674,http://10.90.111.119:5000/orden/A674,http://10.90.111.119:5000/orden/A674
A675,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4UG,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A675,http://10.90.111.119:5000/resguardo/A675,http://10.90.111.119:5000/orden/A675,http://10.90.111.119:5000/orden/A675
A676,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H57H,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A676,http://10.90.111.119:5000/resguardo/A676,http://10.90.111.119:5000/orden/A676,http://10.90.111.119:5000/orden/A676
A677,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4VR,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A677,http://10.90.111.119:5000/resguardo/A677,http://10.90.111.119:5000/orden/A677,http://10.90.111.119:5000/orden/A677
A678,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01712G8H5TN,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A678,http://10.90.111.119:5000/resguardo/A678,http://10.90.111.119:5000/orden/A678,http://10.90.111.119:5000/orden/A678
A679,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4UH,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A679,http://10.90.111.119:5000/resguardo/A679,http://10.90.111.119:5000/orden/A679,http://10.90.111.119:5000/orden/A679
A680,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4SL,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A680,http://10.90.111.119:5000/resguardo/A680,http://10.90.111.119:5000/orden/A680,http://10.90.111.119:5000/orden/A680
A681,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H51A,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A681,http://10.90.111.119:5000/resguardo/A681,http://10.90.111.119:5000/orden/A681,http://10.90.111.119:5000/orden/A681
A682,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01708G8G8K0,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A682,http://10.90.111.119:5000/resguardo/A682,http://10.90.111.119:5000/orden/A682,http://10.90.111.119:5000/orden/A682
A683,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01712G8H5Q0,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A683,http://10.90.111.119:5000/resguardo/A683,http://10.90.111.119:5000/orden/A683,http://10.90.111.119:5000/orden/A683
A684,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01712G8H5O6,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO.,http://10.90.111.119:5000/resguardo/A684,http://10.90.111.119:5000/resguardo/A684,http://10.90.111.119:5000/orden/A684,http://10.90.111.119:5000/orden/A684
A685,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7OM,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A685,http://10.90.111.119:5000/resguardo/A685,http://10.90.111.119:5000/orden/A685,http://10.90.111.119:5000/orden/A685
A686,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7RN,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A686,http://10.90.111.119:5000/resguardo/A686,http://10.90.111.119:5000/orden/A686,http://10.90.111.119:5000/orden/A686
A687,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7T7,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A687,http://10.90.111.119:5000/resguardo/A687,http://10.90.111.119:5000/orden/A687,http://10.90.111.119:5000/orden/A687
A688,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A82M,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A688,http://10.90.111.119:5000/resguardo/A688,http://10.90.111.119:5000/orden/A688,http://10.90.111.119:5000/orden/A688
A689,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A849,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A689,http://10.90.111.119:5000/resguardo/A689,http://10.90.111.119:5000/orden/A689,http://10.90.111.119:5000/orden/A689
A690,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01626G8B0KU,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A690,http://10.90.111.119:5000/resguardo/A690,http://10.90.111.119:5000/orden/A690,http://10.90.111.119:5000/orden/A690
A691,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,8PRE01643G804MU,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A691,http://10.90.111.119:5000/resguardo/A691,http://10.90.111.119:5000/orden/A691,http://10.90.111.119:5000/orden/A691
A692,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H54X,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A692,http://10.90.111.119:5000/resguardo/A692,http://10.90.111.119:5000/orden/A692,http://10.90.111.119:5000/orden/A692
A693,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H52L,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A693,http://10.90.111.119:5000/resguardo/A693,http://10.90.111.119:5000/orden/A693,http://10.90.111.119:5000/orden/A693
A694,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01709G8H0HP,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A694,http://10.90.111.119:5000/resguardo/A694,http://10.90.111.119:5000/orden/A694,http://10.90.111.119:5000/orden/A694
A695,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01712G8H5E3,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A695,http://10.90.111.119:5000/resguardo/A695,http://10.90.111.119:5000/orden/A695,http://10.90.111.119:5000/orden/A695
A696,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01712G8H5S1,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A696,http://10.90.111.119:5000/resguardo/A696,http://10.90.111.119:5000/orden/A696,http://10.90.111.119:5000/orden/A696
A697,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE017G8H4OX,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A697,http://10.90.111.119:5000/resguardo/A697,http://10.90.111.119:5000/orden/A697,http://10.90.111.119:5000/orden/A697
A698,POLICIA,,,,DIR-7155/DPEYDP-0413/ARM-0122/2021,27-May,PORTATIL,SEPURA,STP9038,1PRE01711G8H4YY,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A698,http://10.90.111.119:5000/resguardo/A698,http://10.90.111.119:5000/orden/A698,http://10.90.111.119:5000/orden/A698
A699,POLICIA,,,,DIR-7238/DPEYDP-0428/ARM-0125/2021,27-May,PORTATIL,SEPURA,STP9038,1PRC01625G8A7ZF,XX,XX,,,,ENTREGADO,28-May,28-May,PEPE,PROGRAMACION,"SE PROGRAMO EQUIPO CON FRECUENCIA CERRITO DE JEREZ7 10 DE MAYO, GENERAL Y GENERAL/.",http://10.90.111.119:5000/resguardo/A699,http://10.90.111.119:5000/resguardo/A699,http://10.90.111.119:5000/orden/A699,http://10.90.111.119:5000/orden/A699
